Date,UserName,File,Message
2023-09-29 15:09:46 +0400,TheodorHarmse,Theodor Harmse:  Added Client, Server and Tests folders, and __init__.py files so long.  Client.py and Server.py has been added as well, so that initial coding can be done.,"client/__init__.py;client/client.py;server/__init__.py;server/server.py;tests/__init__.py;tests/test_client.py;tests/test_server.py"
2023-09-29 15:23:58 +0400,TheodorHarmse,Theodor Harmse:  Added Commands.txt for our internal use so long. This is to setup a virtual environment for local use (but its for windows, Im not familiar with MacOS if anyone uses that - if you do, please ammend as temp measure).,"Commands.txt;requirements.txt"
2023-09-29 15:47:03 +0400,TheodorHarmse,Theodor Harmse:  Adding SecureFile to be used for encryption so long.  This is the one in the module videos, so we will use this for encryption.,"README.md;requirements.txt"
2023-09-29 20:10:38 +0400,TheodorHarmse,Theodor Harmse:  Added functionality for config files for client and server. Sending "Hello, Liverpool" from client to server to test.- Successful  Encryption and Decryption methods created. As well as method to generate a key.  This will be used next once code is written.  To test, run generate_key.py to create a new key.key file to be used.  The key.key file should not be checked into the code repository.  Only the Server and Client, when hosted, will use this key.,"Utils/generate_key.py;client/client.py;client/client_main.py;client/config/client_config.yaml;common/common_utils.py;common/decryption.py;common/encryption.py;requirements.txt;server/config/server_config.yaml;server/server.py;server/server_main.py"
2023-09-29 22:07:20 +0400,TheodorHarmse,Theodor Harmse:  Front end web client (using flask) and just simple html/javascript for the display.  This will allow the user to add data to the dictionary, allow for using various serialization options to be selected and preview this. The temp file is also created so long if this option is to be selected. Need to still bind/send to server and work on encryption if selected.,"Utils/key.key;client/client_app.py;client/static/main.js;client/templates/index.html;client/utils/create_text_file.py;requirements.txt"
2023-09-30 00:18:34 +0400,TheodorHarmse,Theodor Harmse:  Updated code so that Client sends data to server for XML, JSON or Binary (Base64 ).  Accessing the key has been shifted to the encryption and decryption python files to keep the logic centrally there for future use.,"Utils/generate_key.py;client/client_app.py;client/client_main.py;common/decryption.py;common/encryption.py;common/load_config.py;server/server_main.py"
2023-09-30 01:40:29 +0400,TheodorHarmse,Theodor Harmse:  Added logic for handing text files.  From client front end, if the dictionary is loade dand the user selected "Submit as Text file", it will create the text file on the client side, then submit the data as base64 to server.. the server will then save the data to its own text file (exactly the same data as client) and then print unencrypted data if it was encrypted. Updated create_text_file to store to client folder under text_files... and the same will happen on server side under a folder called text_files.  Just keeping the filenames different for now.,"client/client_app.py;client/utils/create_text_file.py;server/server_main.py"
2023-09-30 01:49:59 +0400,TheodorHarmse,Theodor Harmse:  Adding an index.html file to the server side as well, want to have the server side display the messages received from client.  Going to use Flask for this.,"server/templates/index.html"
2023-09-30 02:20:23 +0400,TheodorHarmse,Theodor Harmse:  Updated index.html for server so that it can load received messages from client. Code modified so that display messages can be printed to screen and also to the console (doing appending for better management in code).  Updated server_main.py to use flask and for displayin gmessages as per index.html.  Message updates are done very 2 seconds for now.,"server/server/text_files/received_file.txt;server/server_main.py;server/templates/index.html"
2023-09-30 02:29:00 +0400,TheodorHarmse,Theodor Harmse:  Added a "Clear Messages" button on the server side, just to tidy up.  If we host this, it will run constantly and will just pile up with messages. So just doing this to clean up.,"server/server/text_files/received_file.txt;server/server_main.py;server/templates/index.html"
2023-09-30 02:40:23 +0400,TheodorHarmse,Theodor Harmse:  Moved "The Text File is Saved at" to the bottom, so that file data shows first,"server/server/text_files/received_file.txt;server/server_main.py"
2023-09-30 10:07:00 +0400,TheodorHarmse,Theodor Harmse:  Added Data Format to be sent to server side.  Updated Server Index.html to fix the issue with XML not showing correctly (added escapeHTML function). Updated Server code to assign data format to variable so long.,"client/client_app.py;server/server/text_files/received_file.txt;server/server_main.py;server/templates/index.html"
